
LTE, WiMAX, HSPA+, 3G, GSM information by country (February 12, 2014)*:

Country / Territory	900	1800	1900	850	3G	4G (live LTE, WiMAX, HSPA+, test, license)

If you have further updates or can provide corrections- please send Email with credible Web referral source to verify your information.

Afghanistan 	900 	1800 	  	  	Etisalat 3G 1900/2100 Kabul, Herat, Mazar-e-Sharif; MTN 3G Afghanistan
Albania 	900 	1800 	  	  	3G 2100 Vodafone
Algeria 	900 	1800 	  	 
American Samoa 	  	  	1900 	850 	3G 850
Andorra 	900 	  	  	  	3G 2100 STA
Angola 	900 	1800 	  	  	3G 900 Movicel 	4G Angola Movicel/China ZTE
Anguilla 	  	  	1900 	850
Antarctica :
    Mawson and Casey Stations (Australia) 	  	  	  	  	GSM BTS &  
Altobridge Gateway Platform
Antarctica :
    Marambio Base (Argentina) 	  	  	  	  	AMPS technology &
Entel Chile GSM tower on King George Island
Antigua and Barbuda 	900 	  	1900 	850
Arctic region 	  	  	  	  	Arctic 3G Gateway by Viola Systems, HSPA 3G (3G modem/router)
Argentina 	  	  	1900 	850 		Claro 4G HSPA+
Armenia 	900 	1800 	  	  	3G 1900/2100, 3G 900/2100 	4G LTE VivaCell-MTS
Aruba 	900 	1800 	1900 	  	3G 2100
Australia 	900 	1800 	  	  	3G 2100, 3G 850, 3G 900 	Telstra 4G LTE, 4G Vividwireless in Perth
Austria 	900 	1800 	  	  	3G 2100, 3G 850 	4G LTE A1 Telekom / T-Mobile Austria
Azerbaijan 	900 	1800 	  	  	3G 2100 	4G LTE Azercell
Bahamas 	  	  	1900 	  	3G 850 	BTC 4G HSPA+; CWC to launch 4G LTE
Bahrain 	900 	1800 	  	  	3G 2100, 3G 850 	Menatelecom WiMAX; testing 4G LTE Menatelecom - Huawei
Bangladesh 	900 	1800 	  	  	Teletalk 3G 	Bangladesh 4G WiMAX
Barbados 	900 	1800 	1900 	  	3G 2100
Belarus 	900 	1800 	  	  	3G 2100 Life BY, 3G 2100 Velcom BY 	4G LTE Yota in Minsk, Grodno
Belgium 	900 	1800 	  	  	3G 2100 	4G LTE Proximus/Belgacom/Mobile Vikings (BASE / KPN)
Belize 	  	  	1900 	850
Benin 	900 	1800 	  	 
Bermuda 	  	  	1900 	  	3G 850
Bhutan 	900 	1800 	  	  	3G 2100
Bolivia 	  	  	1900 	850 	Tigo Bolivia 3G
Bosnia and Herzegovina 	900 	1800 	  	  	3G 2100
Botswana 	900 	1800 	  	  	3G 2100 	4G pilot project Mascom / BeMobile
